id,vertex_ind,vertex_par,vertex_p_1,vertex_p_2,distance,angle,id_2,vertex_i_1,vertex_p_3,vertex_p_4,distance_2,angle_2
1,0,0,0,0,0.00000000000000,72.39262422418642,1,0,0,0,0.00000000000000,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,1,0,1,0.00003836746692,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,2,0,2,0.00007673493383,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,3,0,3,0.00011510240075,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,4,0,4,0.00015346986766,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,5,0,5,0.00019183733457,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,6,0,6,0.00023020480149,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,7,0,7,0.00026857226840,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,8,0,8,0.00030693973532,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,9,0,9,0.00034530720223,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,10,0,10,0.00038367466915,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,11,0,11,0.00042204213606,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,12,0,12,0.00046040960298,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,13,0,13,0.00049877706989,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,14,0,14,0.00053714453680,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,15,0,15,0.00057551200372,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,16,0,16,0.00061387947063,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,17,0,17,0.00065224693755,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,18,0,18,0.00069061440446,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,19,0,19,0.00072898187138,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,20,0,20,0.00076734933829,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,21,0,21,0.00080571680521,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,22,0,22,0.00084408427212,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,23,0,23,0.00088245173903,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,24,0,24,0.00092081920595,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,25,0,25,0.00095918667286,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,26,0,26,0.00099755413978,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,27,0,27,0.00103592160669,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,28,0,28,0.00107428907361,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,29,0,29,0.00111265654052,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,30,0,30,0.00115102400744,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,31,0,31,0.00118939147435,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,32,0,32,0.00122775894127,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,33,0,33,0.00126612640818,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,34,0,34,0.00130449387509,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,35,0,35,0.00134286134201,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,36,0,36,0.00138122880892,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,37,0,37,0.00141959627584,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,38,0,38,0.00145796374275,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,39,0,39,0.00149633120967,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,40,0,40,0.00153469867658,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,41,0,41,0.00157306614350,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,42,0,42,0.00161143361041,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,43,0,43,0.00164980107732,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,44,0,44,0.00168816854424,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,45,0,45,0.00172653601115,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,46,0,46,0.00176490347807,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,47,0,47,0.00180327094498,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,48,0,48,0.00184163841190,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,49,0,49,0.00188000587881,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,50,0,50,0.00191837334573,146.73063192109583
1,0,0,0,0,0.00000000000000,72.39262422418642,1,51,0,51,0.00195674081264,146.73063192109583
1,0,0,0,0,0.00000000000000,72.39262422418642,1,52,0,52,0.00199510827955,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,53,0,53,0.00203347574647,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,54,0,54,0.00207184321338,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,55,0,55,0.00211021068030,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,56,0,56,0.00214857814721,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,57,0,57,0.00218694561413,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,58,0,58,0.00222531308105,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,59,0,59,0.00226368054796,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,60,0,60,0.00230204801487,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,61,0,61,0.00234041548178,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,62,0,62,0.00237878294870,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,63,0,63,0.00241715041562,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,64,0,64,0.00245551788253,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,65,0,65,0.00249388534945,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,66,0,66,0.00253225281636,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,67,0,67,0.00257062028328,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,68,0,68,0.00260898775019,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,69,0,69,0.00264735521710,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,70,0,70,0.00268572268402,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,71,0,71,0.00272409015093,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,72,0,72,0.00276245761785,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,73,0,73,0.00280082508476,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,74,0,74,0.00283919255168,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,75,0,75,0.00287756001859,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,76,0,76,0.00291592748551,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,77,0,77,0.00295429495242,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,78,0,78,0.00299266241934,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,79,0,79,0.00303102988625,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,80,0,80,0.00306939735316,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,81,0,81,0.00310776482008,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,82,0,82,0.00314613228699,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,83,0,83,0.00318449975391,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,84,0,84,0.00322286722082,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,85,0,85,0.00326123468774,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,86,0,86,0.00329960215465,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,87,0,87,0.00333796962157,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,88,0,88,0.00337633708848,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,89,0,89,0.00341470455539,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,90,0,90,0.00345307202231,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,91,0,91,0.00349143948922,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,92,0,92,0.00352980695614,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,93,0,93,0.00356817442305,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,94,0,94,0.00360654188997,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,95,0,95,0.00364490935688,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,96,0,96,0.00368327682380,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,97,0,97,0.00372164429071,146.73063192110448
1,0,0,0,0,0.00000000000000,72.39262422418642,1,98,0,98,0.00376001175762,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,99,0,99,0.00379837922454,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,100,0,100,0.00383674669145,146.73063192401489
1,0,0,0,0,0.00000000000000,72.39262422418642,1,101,0,101,0.00387511415837,146.73063192401489
1,1,0,0,1,0.00144484161702,79.39574771117340,1,0,0,0,0.00000000000000,160.45324138331685
1,1,0,0,1,0.00144484161702,79.39574771117340,1,1,0,1,0.00002623578311,160.45324138070669
1,1,0,0,1,0.00144484161702,79.39574771117340,1,2,0,2,0.00005247156622,160.45324138070669
1,1,0,0,1,0.00144484161702,79.39574771117340,1,3,0,3,0.00007870734933,160.45324138072095
1,1,0,0,1,0.00144484161702,79.39574771117340,1,4,0,4,0.00010494313243,160.45324138072095
1,1,0,0,1,0.00144484161702,79.39574771117340,1,5,0,5,0.00013117891554,160.45324138070669
1,1,0,0,1,0.00144484161702,79.39574771117340,1,6,0,6,0.00015741469865,160.45324138070669
1,1,0,0,1,0.00144484161702,79.39574771117340,1,7,0,7,0.00018365048176,160.45324138072095
1,1,0,0,1,0.00144484161702,79.39574771117340,1,8,0,8,0.00020988626486,160.45324138072095
1,1,0,0,1,0.00144484161702,79.39574771117340,1,9,0,9,0.00023612204797,160.45324138070669
1,1,0,0,1,0.00144484161702,79.39574771117340,1,10,0,10,0.00026235783108,160.45324138070669
1,1,0,0,1,0.00144484161702,79.39574771117340,1,11,0,11,0.00028859361419,160.45324138072095
